drug_id,fda,fda_altname,anxiety,anxiety_altname
,Exifone,Exifone,,
,Estradiol Valerate,"17-Beta-estradiol 17-valerate,Climaval,Delestrogen,ESTRADIOL 17-VALERATE,Estradiol Valerate,Femtab,NSC-17590,Oestradiol Valerate,Progynon Depot,PROGYNON-DEPOT-10,Progynova",,
,19-Norethindrone acetate,"Aygestin,Norethidrone Acetate,Norethindrone Acetate,Norethisterone Acetate,Norlutate,NSC-22844,SH-420",,
,Cefuroxime,"640/359,Britacef,Cefuroxime,Cefuroxime Sodium,Cefuroxime Sodium Salt,Cefuroximine,Kefurox,Zinacef",,
,Furazolidone,"Furall,Furazolidone,Furoxone,Nifurazolidone,NSC-6469",,
,Glimepiride,"Amaryl,Glimepiride,HOE-490,Niddaryl",,
,Gemifloxacin,"Factive,Gemifloxacin,Gemifloxacin Mesilate,Gemifloxacin Mesylate,Gemifloxacin Methanesulfonate,LB-20304A,SB-265805-S",,
,PRESTWICK3_000936,"Alcopar,Bephene Oxinaphtoate,Bephenium Embonate,Bephenium Hydroxynaphthoate",,
,Roxithromycin,"Roxithromycin,RU-28965,RU-965,Rulid,Rulide",,
,Pyrvinium,"BJM-CTD2-9,Poquil,Povan,Pyrvinium,Pyrvinium Chloride,Pyrvinium Embonate,Pyrvinium Pamoate,Vanquil,Vanquin,Viprynium Embonate",,
,Isometheptene mucate,"Isomethepdrine Chloride,Isometheptene,Isometheptene HCl,Isometheptene Mucate,Midrid,Octin",,
,Vancomycin,"Firvanq Kit,Vancocin,Vancocin HCl,Vancocin Matrigel,Vancoled,Vancomycin,Vancomycin HCl,Vancomycin Monohydrochloride,Vancor,Vanoled",,
,Ribociclib,"Kisqali,LEE011,LEE-011,LEE-011A,LEE011-BBA,NVP-LEE011,Ribociclib,Ribociclib Succinate",,
,BRD-K31841515,"NSC-76239,Oxipurinol,Oxypurinol",,
,Cariprazine,"Cariprazine,Cariprazine HCl,Cariprazine Hydrochloride,GED-129,MP-214,Reagila,RGH-188,RGH-188 HCL,Vraylar",,
,Adenosine,"Adenocard,Adenocor,Adenoscan,Adenosine,NSC-7652,SR-96225",,
,Cefazolin,"46083,Ancef,Cefazil,Cefazolin,Cefazolin And Dextrose,Cefazolin Sodium,Cefazolin Sodium Salt,Cephazolin,J01DB04,Kefzol,NSC-291561,SK&F-41558,Zolicef",,
,Nyastin A1,"BARSTATIN 100,Candex,Infestat,Korostatin,Multilind,MYCO 20,Mycostatin,Mykinac,Nilstat,NSC-150817,Nysert,Nyspes,Nystaform,Nystan Triple PACK,Nystatin,Nystavescent,Nystex,Nystop,Tinaderm M",,
,Pemirolast (BMY 26517) potassium,"Alamast,BMY-26517,Pemirolast,Pemirolast Potassium",,
,Pralatrexate,"Folotyn,Pdx,Pralatrexate",,
,Saxagliptin,"BMS-477118,BMS-477118-11,Onglyza,Saxagliptin,Saxagliptin HCl,Saxagliptin Hydrate,Saxagliptin Monohydrate",,
,Safinamide Mesylate,"EMD-1195686,PNU-151774E,Safinamide,Safinamide Mesylate,Xadago",,
,Pimavanserin,"ACP-103,Nuplazid,Pimavanserin,Pimavanserin Tartrate",,
,Cyproterone Acetate,"Androcur,ANDROCUR 10,Cyprostat,Cyproterone,Cyproterone Acetate,Diane,NSC-81430,SH-714",,
,N-Butyldeoxynojirmycin HCL,"Miglustat,OGT-918,Zavesca",,
,CANAGLIFLOZIN,"Canagliflozin,Canagliflozin Hemihydrate,Canagliflozin Hydrate,Invokana,JNJ-24831754-ZAE,JNJ-28431754,JNJ-28431754-AAA,TA-7284",,
,AMSACRINE,"Amsacrine,Amsacrine HCl,Amsidyl,CI-880,M-AMSA,NCI-249992,NSC-156303,NSC-249992,SN-11841,SN-21429",,
,Ivacaftor (VX-770),"Ivacaftor,Kalydeco,VX-770",,
,HYDROXYUREA,"Droxia,Hydrea,Hydroxycarbamide,Hydroxyurea,NSC-32065,Siklos,SQ-1089",,
,Agomelatine,"Agomelatine,Valdoxan",,
,Lodoxamide,"Alomide,Alomide Allergy,Lodoxamide,Lodoxamide Trometamol,Lodoxamide Tromethamine,U-42585E",,
,Temoporfin,"EF9,EF-9,Foscan,Mthpc,Temoporfin",,
,Triptorelin,"AY-25650,CL-118532,Decapeptyl,Decapeptyl SR,Gonapeptyl Depot,Trelstar,Triptodur Kit,Triptorelin,Triptorelin Acetate,Triptorelin Embonate,Triptorelin Pamoate,WY-42462",,
,Hydroxyzine Pamoate,"Atarax,Hydroxizine Chloride,Hydroxyzine,Hydroxyzine Dihydrochloride,Hydroxyzine HCl,Hydroxyzine Pamoate,HY-Pam,""HY-PAM """"25"""""",HY-PAM ""25"",NSC-169188,Orgatrax,Ucerax,Vistaril",,
,Omeprazole,"Antra,BRD-A55962179,H 168/68,H-168/68,H 168/68 MAGNESIUM,H 168/68 SODIUM,Losec,Losec MUPS,Losec Sodium,Mezzopram,Mopral,Omeprazole,Omeprazole Magnesium,Omeprazole Magnesium Salt,Omeprazole Sodium,Omeran,Prilosec,Prilosec OTC,Zanprol",,
,Clonidine,"Combipres,ST-155BS,Jenloga,CATAPRES-TTS-2,Catapres,Clonidine Hydrochloride,Kapvay,CATAPRES TTS 2,ST-155-BS,Clonidine,Duraclon,ST-155,CATAPRES TTS 3,CATAPRES-TTS-3,Dichloranilino Imidazolin,Clonidine?Hcl,Dixarit,CATAPRES TTS 1,Catapres P.L.,Clorpres,CATAPRES-TTS-1,Clonidine HCl,1H-Imidazol-2-amine\, n-(2\,6-dichlorophenyl)-4\,5-dihydro- [cas]",,
,Angiotensin II,"Angiotensin II,Angiotensin Ii (Human Type),LJPC-501",,
,Mercaptopurine,"6-Mercaptopurine,6-Mercaptopurine monohydrate,Mercaptopurine,MERCAPTOPURINE (6-MP),Mercaptopurine Anhydrous,Mercaptopurine Hydrate,NSC-755,Purinethol,Puri-Nethol,Purixan,Xaluprine",,
,Rifapentine,"ANTIBIOTIC DL-473IT,DL-473,KTC-1,MDL-473,Priftin,R-773,R-77-3,Rifapentine",,
,Pyrivinium,"Poquil,Povan,Pyrvinium,Pyrvinium Chloride,Pyrvinium Embonate,Pyrvinium Pamoate,Vanquil,Vanquin,Viprynium Embonate",,
,Lacidipine,"Caldine,GR-43659X,Lacidipine,Molap,Motens",,
,Rifaximin,"Normix,Rifacol,Rifaxidin,Rifaximin,Targaxan,Xifaxan,Xifaxanta",,
,Ipratropium,"Atrovent,Atrovent Aerocaps,Atrovent FTE,Atrovent HFA,Atrovent UDVS,Ipratrop,Ipratropium,Ipratropium Bromide,Ipratropium Bromide Hydrate,Ipratropium Bromide Monohydrate,Ipratrop Steripoule,Respontin,Rinatec,SCH-1000-BR-,SCH-1000-BR MONOHYDRATE,Tropiovent",,
,Isosorbide dinitrate,"CEDOCARD-5,Carvasin,Sorbide Nitrate,Soni-SLO,CEDOCARD-20,Iso MACK,C01DA08,SORBID-40 SA,Sorbitrate,ISOKET 0.05%,Isordil,Diluted Isosorbide Dinitrate,Diluted Isosorbide Dinitrate RS,ISOKET RET 20,Imtack,Cedocard,ISOKET RET 40,Isosorbide Dinitrate,Sorbidilat,Isocard,Dilatrate-SR,SORBID-20 SA,Sorbichew,NSC-80038,ISOKET 20,Jeridin,Isordil Tembids,ISOKET 5,Dilatrate,ISOKET 10,CEDOCARD-10,Vascardin,ISOKET 0.1%,Sorbid SA,Cedocard RET,Angitak,CEDOCARD-40",,
,Abemaciclib,"Abemaciclib,LY-2835219,Verzenio,Verzenios",,
,Dutasteride,"Avodart,Dutasteride,GG-745,GI-198745",,
,FLUDARABINE PHOSPHATE,"Fludara,Fludarabine,Fludarabine 5'-monophosphate,Fludarabine Phosphate,NSC-312887,NSC-328002,Oforta",,
,Cinepazide maleate,"Cinepazide,Cinepazide Maleate,MD-67350 [AS MALEATE],MD 67350 FREE BASE,MD-67350 FREE BASE",,
,MILNACIPRAN HYDROCHLORIDE,"Midalcipran,Milnacipran,Milnacipran HCl,Savella",,
,TIROFIBAN HYDROCHLORIDE,"Aggrastat,L-700462,MK-383,Tirofiban,Tirofiban HCl",,
,Empagliflozin (BI 10773),"BI 10773,BI-10773,Empagliflozin,Jardiance",,
,Rotigotine,"Neupro,Rotigotine,SPM-962",,
,Aclidinium Bromide,"14115700,Aclidinium,Aclidinium Bromide,Eklira,LAS-34273,LAS-34273 MICRONIZED,LAS W-330,LAS-W-330,Tudorza Pressair",,
,Valrubicin,"AD-32,NSC-246131,Valrubicin,Valstar,Valstar Preservative FREE",,
,Apremilast (CC-10004),"Apremilast,CC10004,CC-10004,Otezla",,
,Epinephrine HCl,"Anapen,SUS-Phrine Sulfite FREE,Bronitin,TWINJECT 0.3,(-)-Epinephrine bitartrate,Bronitin MIST,Epipen,Riddobron,Anaphylactic Shock Drug Kit,Epi E Z Pen JR,Epinephrine,Adrenaline,Epinephrine Bitartrate,Adrenaline Bitartrate,Adren CO,Rybarvin,Epipen Jr.,Eppy,Emerade,Primatene MIST,SUS-Phrine Sulfite-FREE,Soln Made To Rybarvin FOR,NSC-62786,SUS-Phrine,Adrenaclick,Jext,ANA-Guard,[11C]-Epinephrine,Adrenalin,Symjepi,Epinephrine HCl,Epipen JR,Simplene,Riddofan,Primatene,Epipen E Z PEN,ANA-Kit,Bronkaid MIST,Asthmahaler,Levo-Methylaminoethanolcatechol,Gppe Inh SOLN,Asma-Vydrin,Auvi-Q,Twinject,TWINJECT 0.15,Medihaler-EPI,Brovon",,
,Tamsulosin HCl,"Pinexel PR,R-(-)-YM-12617,YM-617,Cositam XL,Faramsil,Omnic MR,Flomaxtra XL,Stronazon,Flomax,Tamurex,Bazetham MR,HIP-1402,Tamsulosin,Tamsulosin HCl,Flomax MR,YM-12617-1,Flomax Relief MR,HGP-0412,Maxtron,Contiflo XL,Petyme,Alphacard MR,HIP1402,LY253351,Losinate MR,Tamfrex XL,Tabphyn MR,Galebon,Flectone XL,Pamsvax XL,LY-253351,Diffundox,Prosurin XL,Morvesin XL",,
,Linagliptin,"BI 1356,BI-1356,BI-1356BS,BI-1356-BS,BS-1356-BS,Linagliptin,Tradjenta,Trajenta",,
,Nelarabine,"506U,506U78,Arranon,Atriance,GW-506U78,May,Nelarabine,Nelzarabine,NSC-686673",,
,BRD-K02079473,"Oxatomide,R-35443,Tinset",,
,Cisatracurium Besylate,"51W89,51 W89,51-W89,51-W-89,51W-89,Cisatracurium,Cisatracurium Besilate,Cisatracurium Besylate,Cisatracurium Besylate Preservative FREE,Nimbex,Nimbex Preservative FREE",,
,Pimecrolimus,"Elidel,Pimecrolimus,SDZ ASM 981,SDZ ASM-981,SDZ-ASM 981,SDZ-ASM-981",,
,Telbivudine,"LDT600,LDT-600,NV-02B,Sebivo,Telbivudine,Tyzeka",,
,Deferasirox,"Deferasirox,Exjade,ICL670,ICL-670,ICL670A,ICL-670A,Jadenu,Jadenu Sprinkle",,
,BRD-K19706299,"15AU81,15-AU-81,LRX-15,Orenitram,Remodulin,Treprostinil,Treprostinil Diolamin,Treprostinil Diolamine,Tresprostinil,Tyvaso,UT-15,UT-15C",,
,Tazarotene,"AGN-190168,Avage,Fabior,Tazarotene,Tazorac,Zorac",,
,Bexarotene,"Bexarotene,LG100069,LG-100069,LGD1069,LGD-1069,Targretin,Targretine",,
,Estramustine phosphate sodium,"Emcyt,Estracyt,Estramustine 17-(dihydrogen phosphate),Estramustine Phosphate,Estramustine Phosphate Sodium,Estramustine Phosphate Sodium Hydrate,NSC-89199,RO-218837001,RO-218837-001",,
,LACOSAMIDE,"ADD-243037,Erlosamide,Lacosamide,SPM-927,Vimpat",,
,Trovafloxacin mesylate,"CP-99219,CP-9921927,CP-99219-27,Trovafloxacin,Trovafloxacin Mesylate,Trovafloxacin Sulfate,Trovan",,
,VILAZODONE HYDROCHLORIDE,"EMD-515259,EMD-68843,EMD-68-843,SB-659746-A,Viibryd,Vilazodone,Vilazodone HCl",,
,Romidepsin,"Chromadax,Depsipeptide,FK-228,FR-901228,Istodax,NSC-630176,Romidepsin",,
,ABT-333,"ABT-333,Dasabuvir,Dasabuvir Sodium,Exviera",,
,Retigabine,"AWD-21360,D-23129,Ezogabine,GKE-841,GW582892X,GW-582892X,Potiga,Retigabine,Trobalt,WAY-143841",,
,Luliconazole,"Luliconazole,Luzu,NND-502,PR-2699",,
,Alvimopan (monohydrate),"ADL 8-2698,ADL-8-2698,Alvimopan,Alvimopan Dihydrate,Entereg,LY246736,LY-246736,LY-246736 DIHYDRATE",,
,Fingolimod (FTY720) HCl,"Fingolimod,Fingolimod HCl,FTY-720,FTY-720 HYDROCHLORIDE,FTY720 HYDROCHLORIDE,Gilenya",,
,Macitentan,"ACT 064992,ACT-064992,Macitentan,Opsumit",,
,Suvorexant (MK-4305),"Belsomra,MK4305,MK-4305,Suvorexant",,
,Solifenacin succinate,"Solifenacin,Solifenacin Succinate,Vesicare,YM-67905,YM-905",,
,Dronedarone HCl,"Dronedarone,Dronedarone HCl,Multaq,SR33589,SR-33589,SR-33598B",,
,Fenticonazole Nitrate,"Fenticonazole,Fenticonazole Nitrate,Gynoxin,Lomexin,REC 15/1476",,
,Cobicistat (GS-9350),"Cobicistat,GS-9350,Tybost",,
,Telotristat,"LP 778902,LP-778902,Telotristat",,
,Varenicline Tartrate,"Champix,Chantix,CP-526555,CP-526\,555,CP-526555-18,Varenicline,Varenicline Tartrate",,
,CLONAZEPAM,"Clonazepam,Clonazepam CIV,Klonopin,Klonopin Rapidly Disintegrating,NSC-179913,Rivotril,RO-54023,RO-5-4023",,
,Rilpivirine,"Edurant,R-278474,Rilpivirine,Rilpivirine HCl,TMC278,TMC-278,TMC278-HYDROCHLORIDE",,
,Tedizolid,"Sivextro,Tedizolid,Torezolid,TR-700",,
,Ambrisentan,"Ambrisentan,GSK1325760,GSK-1325760,GSK1325760A,GSK-1325760A,Letairis,LU-208075,Volibris",,
,Brexpiprazole,"Brexpiprazole,OPC-34712,Rexulti",,
,Mazindol,"42-548,AN-448,Mazanor,Mazindol,Mazindol CIV,SAH-42548,Sanorex,Teronac",,
,Perampanel,"E2007,E-2007,ER-155055-90,Fycompa,Perampanel",,
,Pitavastatin Calcium,"Itavastatin,Itavastatin CA,Livalo,NK-104,Pitavastatin,Pitavastatin Calcium,Pitavastatin Calcium Salt",,
,Letermovir,"AIC246,AIC 246,AIC-246,Letermovir,MK-8228,Prevymis",,
,Roflumilast,"B-9302-107,B9302-107,BY-217,BYK-20869,Daliresp,Daxas,Roflumilast",,
,Dienogest,"Dienogest,Endometrion,M 18575,M-18575,MJR-35,STS-557,ZK-37659",,
,Etravirine (TMC125),"Etravirine,Intelence,R165335,R-165335,TMC125,TMC-125",,
,Ibrutinib (PCI-32765),"CRA-032765,Ibrutinib,Imbruvica,PC-32765,PCI 32765,PCI-32765,PCI-32765-00",,
,BRD-A82772293,"Mepazine Acetate,Pecazine",,
,Tolvaptan,"Jinarc,Jynarque,OPC-41061,OPC-41061(TOLVAPTAN),Samsca,Tolvaptan",,
,Lurasidone,"Latuda,Lurasidone,Lurasidone HCl,SM-13496",,
,Bazedoxifene HCl,"Bazedoxifene,Bazedoxifene Acetate,WAY-140424",,
,GRANISETRON HYDROCHLORIDE,"APF530,APF-530,BRL-43694,BRL-43694A,Granisetron,Granisetron HCl,Granisol,Granisteron HCl,Kytril,LY-278584,Sancuso,Sustol",,
,Tacalcitol,"Curatoderm,Tacalcitol",,
,Paricalcitol,"COMPOUND 49510,COMPOUND-49510,Paricalcitol,Zemplar",,
,Darunavir Ethanolate,"Darunavir,Darunavir Ethanolate,MC-114,Prezista,TMC114,TMC-114,TMC-41629,UIC-94017,UIC-940T",,
,BRD-A00218260,"Flutrimazole,Micetal,UR-4056",,
,Sufentanil,"Dsuvia,IDS-NS-001,R-30730,R-33800,Sufenta,Sufental,Sufentanil,Sufentanil Citrate,Sufentanil Citrate CII,Sufenta Preservative FREE",,
,Carfilzomib (PR-171),"Carfilzomib,Kyprolis,PR-171",,
,RASAGILINE,"AGN-1135,Azilect,Rasagiline,Rasagiline Mesilate,Rasagiline Mesylate,TV-1030,TVP-1012",,
,Bendamustine HCl,"Belrapzo,Bendamustine,Bendamustine HCl,Bendeka,NSC-138783,Ribomustine,SDX-105,SYB L-0501,SYBL-0501,Treanda",,
,Tafamidis,"FX006,FX-006,FX-1005,FX1006,FX-1006,FX-1006A,Tafamidis,Tafamidis Meglumine,Vyndamax,Vyndaqel",,
,Tipiracil (hydrochloride),"MA-1,TAS-1-462,Tipiracil,Tipiracil Hydrochloride,Tpi,TPI (Freebase)",,
,Lomitapide,"AEGR-733,AEGR-733 MESYLATE,BMS-201038,BMS-201038-01,BMS-201038-04,Juxtapid,Lojuxta,Lomitapide,Lomitapide Mesilate,Lomitapide Mesylate",,
,VX-661,"Tezacaftor,VX-661",,
,VX-809 (Lumacaftor),"Lumacaftor,VRT 826809,VRT-826809,VX 809,VX-809",,
,BRD-K76953762,"Baratol,Doralese Tiltab,Indoramin,Indoramin HCl,WY-21901,WY-21901 HCL",,
,Lenvatinib (E7080),"E7080,E-7080,E-7080 MESYLATE,E7080 MESYLATE,ER-203492-00,Kisplyx,Lenvatinib,Lenvatinib Mesilate,Lenvatinib Mesylate,Lenvatinib Methanesulfonate,Lenvima",,
,Vortioxetine (Lu AA21004) HBr,"Brintellix,LUAA21004,LU AA21004,LU-AA21004,LU-AA21004-(HBR),Trintellix,Vortioxetine,Vortioxetine Hydrobromide",,
,MILTEFOSINE [5mM],"D-18506,Hdpc,Impavido,Miltefosine,Miltex,NSC-605583",,
,MK-5172,"Grazoprevir,Grazoprevir Monohydrate,MK-5172,MK-5172 ANHYDROUS,MK-5172 MONOHYDRATE",,
,TRAVOPROST,"AL-6221,Izba,Travatan,Travatan Z,Travoprost",,
,Gestrinone,"A-46745,Dimetriose,Gestrinone,R-2323,RU-2323",,
,Dinoprost,"Dinoprost,Dinoprost Trometamol,Dinoprost Tromethamine,Lutalyse,PGF2A,PGF2ALPHA-THAM,Prostaglandin f 2 alpha,PROSTIN F2 ALPHA,U-14583,U-14583E",,
,PF-04449913,"Glasdegib,PF-04449913,PF-4449913",,
,Pomalidomide,"CC-4047,IMID-3,Imnovid,Pomalidomide,Pomalyst",,
,"MEK162 (ARRY-162, ARRY-438162)","ARRY-162,ARRY 438162,ARRY-438162,Binimetinib,MEK-162,Mektovi,NVP-MEK162",,
,BRD-K82677201,"Almitrine,Almitrine Dimesylate,Almitrine Mesylate,S-2620,Vectarion",,
,AHU-377 (hemicalcium salt),"AHU377,AHU-377,Sacubitril",,
,PENICILLIN V POTASSIUM,"Pfizerpen VK,Benzathine Phenoxymethylpenicillin,VEETIDS '125',Beepen VK,Uticillin VK,Phenoxymethylpenicillin,Phenoxymethylpenicillin Potassium,V-Cillin,Betapen-VK,Phenomycilline,Penicillin V Benzathine,Veetids,V-Cillin-K,V-Cillin K,VEETIDS '500',Penicillin V Potassium,Penapar-VK,Beepen-VK,BICILLIN V2,Phenoxymethylpenicillin K,Penicillin Potassium Phenoxymethyl,Penicillin VK,Penicillin Benzathine Phenoxymethyl,VEETIDS '250',PEN-Vee K,Penicillin Phenoxymethyl,Penicillin-VK,Ledercillin VK,Penicillin V",,
,APIXABAN,"Apixaban,BMS-562247,BMS-562247-01,Eliquis",,
,Lesinurad,"Lesinurad,Lesinurad Sodium,RDEA594,RDEA 594,RDEA-594,RDEA594 SODIUM,Zurampic",,
,Clofarabine,"Clofarabine,Clolar,Evoltra",,
,Ingenol Mebutate,"AGN 204332,Ingenol Mebutate,PEP005,PEP-005,Picato",,
,CICLESONIDE,"Alvesco,ALVESCO 160,ALVESCO 80,BI54903,Ciclesonide,Omnaris,RPR-251526,Zetonna",,
,Vismodegib (GDC-0449),"Erivedge,GDC-0449,NSC-747691,Vismodegib",,
,BUTORPHANOL-(+)-TARTRATE (DEA license),"Butorphanol,Butorphanol Tartrate,Butorphanol Tartrate CIV,Butorphanol Tartrate Preservative FREE,LEVO-BC-2627,LEVO-BC-2627 TARTRATE,Stadol,Stadol NS,Stadol Preservative FREE,Torbugesic,Torbutrol",,
,Vernakalant (Hydrochloride),"RSD1235,RSD-1235,Vernakalant,Vernakalant HCl",,
,Cobimetinib,"Cobimetinib,Cobimetinib Fumarate,Cotellic,GDC-0973,RG-7420,RG-7421,XL-518",,
,Nepafenac,"AHR-9434,AL-6515,Ilevro,Nepafenac,Nevanac",,
,CIANIDANOL,"(+)-Catechin hydrate,Cianidanol,Cianidol",,
,Lorcaserin HCl,"APD-356,Belviq,Belviq XR,Lorcaserin,Lorcaserin HCl",,
,Riociguat,"Adempas,BAY 63-2521,BAY-63-2521,Riociguat",,
,Rufinamide,"60231/4,Banzel,CGP-33101,E2080,E-2080,Inovelon,RUF-331,Rufinamide",,
,DICUMAROL,"Bishydroxycoumarin,Dicoumarol,Dicumarol",,
,Betrixaban,"Betrixaban,Bevyxxa,PRT054021,PRT-054021",,
,DESVENLAFAXINE SUCCINATE,"Desvenlafaxine,Desvenlafaxine Fumarate,Desvenlafaxine Succinate,Desvenlafaxine Succinate Anhydrous,Desvenlafaxine Succinate Hydrate,Desvenlafaxine Succinate Monohydrate,DVS-233,Khedezla,O-Desmethylvenlafaxine,Odv,Pristiq,WY-45233",,
,CARGLUMIC ACID,"Carbaglu,Carglumic acid,OE 312,OE-312,OE-312 (LABORATORY-CODE-DESIGNATION)",,
,Avanafil,"Avanafil,Spedra,Stendra,TA-1790",,
,Amineptine,Amineptine,,
,Netupitant,"Netupitant,RO-67-3189,RO-673189000",,
,ACRIVASTINE,"Acrivastine,Benadryl Allgy Relief Plus Decongest,BW-825C,Semprex",,
,ABT-199 (GDC-0199),"ABT-199,GDC-0199,RG7601,RG-7601,Venclexta,Venetoclax",,
,TEMAZEPAM,"Kentepam,Normison,NSC-246303,Restoril,Temaz,Temazepam,Temazepam CIV,WY-3917",,
,BRD-A67616246,"Mequitazine,Primalan",,
,ARN-509,"Apalutamide,ARN-509,Erleada,JNJ-56021927",,
,Bepotastine Besilate,"Bb,Bepotastine,Bepotastine Benzenesulfonate Salt,Bepotastine Besilate,Bepotastine Besylate,Bepreve,TAU-284",,
,TILUDRONATE DISODIUM,"Skelid,SR-41319,SR-41319B,Tiludronate,Tiludronate Disodium,Tiludronic acid",,
,Umeclidinium (bromide),"GSK573719,GSK-573719,GSK573719A,GSK-573719A,Incruse Ellipta,Umeclidinium,Umeclidinium BROM,Umeclidinium Bromide",,
,Indacaterol Maleate,"Arcapta Neohaler,Indacaterol,Indacaterol Maleate,Onbrez Breezhaler,QAB149,QAB-149,QAB-149-AFA,QAB149-AFA,QABI49",,
,Oxandrolone,"Anavar,NSC-67068,Oxandrin,Oxandrolone,Oxandrolone CIII,SC-11585",,
,Bleomycin,"Blenoxane,Bleo-Kyowa,Bleomycin,Bleomycin Hydrochloride,Bleomycins,Bleomycins Sulfate,Bleomycin Sulfate,NSC-125066",,
,Delavirdine,"Delavirdine,U-90152",,
,Paliperidone,"Invega,Paliperidone,R-76477,RO-76477,Trevicta,Xeplion",,
,Nebivolol,"Hypoloc,Nebilet,Nebivolol,R-65824, Nebivolol Hydrochloride",,
,Phenytoin,"Dilabid,Dilantin,DILANTIN-125,DILANTIN-30,Diphenylhydantoin,Hydantol,NSC-8722,Phentytoin,Phenytek,Phenytex,Phenytoin,Phenytoin Sodium,SM-88 COMPONENT PHENYTOIN",,
,Cimetidine,"Tagamet,TAGAMET 100,PEPTIMAX 400,TAGAMET HB 200,PEPTIMAX 800,Galenamet,Zita,Cimetidine,Ultec,Tagamet HB,Kentamet,Acid-EZE,ACITAK 400,NSC-335308,Tagadine,PEPTIMAX 200,Brumetadina,ACITAK 200,Dyspamet,Valmagen,SKF-92334,ACITAK 800",,
,Tigason,"Etretinate,RO-109359,Tegison,Tigason",,
,Carmustine,"Bcnu,Bicnu,Carmustine,DTI-015,FDA-0345,Gliadel,NSC-409962,SK-27702,SRI-1720",,
,Misoprostol (sc-29333),"Cytotec,Misoprostol,Mysodelle,SC-29333,Topogyne",,
,Mebendazole,"Emverm,Mebendazole,Mebendazole Polymorph C,Mebenvet,NSC-184849,Ovex,R-17635,Telmin,Telmintic,Vermox",,
,Entecavir,"Baraclude,BMS-200475-01,Entecavir,Entecavir Hydrate,Entecavir Monohydrate,SQ-34676",,
,"(2R,5R)-3-(2-Hydroxyethylidene)-7-oxo-4-oxa-1-azabicyclo[3.2.0]heptane-2-carboxylic acid","BRL-14151,Clavulanate,Clavulanate Potassium Salt,Clavulanic acid,RX-10100",,
,SPBIO_002278,"Ceftazidime,Ceftazidime (Arginine Formulation),Ceftazidime Hydrate,Ceftazidime Pentahydrate,Ceptaz,Fortam,Fortaz,Fortum,GR-20263,J01DD07,Kefazim,LY 139381,LY-139381,Pentacef,Tazicef,Tazidime",,
,Benperidol,"Anquil,Benperidol,Benquil,MCN-JR-4584,NSC-170982,R-4584",,
,Famotidine,"Famotidine,Famotidine Preservative FREE,Fluxid,L 643341,MK-208,Pepcid,Pepcid AC,Pepcid Preservative FREE,Pepcid RPD,YM-11170",,
,Tropisetron HCl,"ICS-205-930,Navoban,Tropisetron",,
,145040-37-5,"Amias,Atacand,Candesartan,Candesartan Cilexetil,Candesartan Cilextil,Ratacand,TCV-116",,
,Tegaserod,"HTF-919,SDZ-HTF-919,Tegaserod,Tegaserod Maleate,Zelmac",,
,Valsartan,"CGP-48933,Diovan,Exforge,Prexxartan,Valsartan",,
,Droperidol,"Dridol,Droleptan,Droperidol,Inapsine,MCN-JR-4749,NSC-169874,R-4749",,
,Pinacidil,"Pinacidil,Pinacidil Monohydrate",,
,Argatroban,"Acova,Argatroban,Argatroban Hydrate,Argatroban In Dextrose,Argatroban In Sodium Chloride,Argatroban Monohydrate,DK-7419,GN1600,GN-1600,MCI-9038,MD-805",,
,Sulfaguanidine,"Gppe Susp FTE,Guanimycin,Sulfaguanidine,Sulphaguanidine",,
,AC1L1IKY,"Oxiconazole,Oxiconazole Nitrate,Oxistat,Oxizole",,
,Phenformin,"Phenformin,Phenformin Hydrochloride",,
,Valacyclovir,"Valaciclovir,Valaciclovir Hydrochloride,Valacyclovir,Valacyclovir Hydrochloride,Valtrex,Zelitrex",,
,Lofepramine,"Feprapax,Gamanil,Lofepramine,Lofepramine HCl,Lomont,WHR-2908A",,
,Dicloxacillin,"BRL-1702,Dicloxacillin,Dicloxacillin Sodium,Dicloxacillin Sodium Hydrate,Dicloxacillin Sodium Monohydrate,Dicloxacillin Sodium Salt,Dicloxacillin Sodium Salt Hydrate,Dicloxacillin Sodium Salt Monohydrate,Dycill,Dynapen,P-1011,Pathocil,R-13423",,
,Cefotiam,"ABBOTT-48999,Cefotiam,Cefotiam HCl,Cefotiam Hexetil HCl,Cefotiam Hydrochloride,Ceradon,CGP-14221/E,J01DC07,Pansporin,SCE-963",,
,Talampicillin,"BRL-8988 HCL,Talampicillin,Talampicillin HCl,Talampicillin Hydrochloride,Talpen",,
,Benazepril,"Benazepril,Benazepril HCl,Benazepril Hydrochloride,C09AA07,CGS-14824A,CGS-14824A HCL,Cibacen,Lotensin,Lotrel",,
,Quinapril,"Accupril,Accupro,C09AA06,CI 906,CI-906,Quinapril,Quinapril HCl,Quinapril Hydrochloride,Quinil",,
,Lincomycin,"Lincocin,Lincomycin,Lincomycin HCl,Lincomycin Hydrochloride,U-10149",,
,Ioxaglic acid,"Ioxaglate,Ioxaglate Meglumine,Ioxaglate Sodium,Ioxaglic acid,MP-302,MP-302 (MIXT. WITH IOXAGLATE SODIUM),P-286,Sodium Ioxaglate",,
,Chlormadinone Acetate,"Chlormadinone,Chlormadinone Acetate,NSC-92338",,
